2.351000000000000000e+03,1.350000000000000000e+02
2.922000000000000000e+03,5.876000000000000000e+03
1.942000000000000000e+03,3.497000000000000000e+03
3.821000000000000000e+03,3.977000000000000000e+03
1.170000000000000000e+03,6.269000000000000000e+03
2.063000000000000000e+03,1.922000000000000000e+03
4.646000000000000000e+03,5.388000000000000000e+03
9.320000000000000000e+02,1.046000000000000000e+03
3.035000000000000000e+03,4.655000000000000000e+03
1.089000000000000000e+03,3.887000000000000000e+03
3.438000000000000000e+03,2.836000000000000000e+03
3.097000000000000000e+03,6.772000000000000000e+03
3.737000000000000000e+03,5.636000000000000000e+03
2.310000000000000000e+03,3.972000000000000000e+03
5.950000000000000000e+02,4.677000000000000000e+03
4.333000000000000000e+03,4.855000000000000000e+03
1.903000000000000000e+03,6.739000000000000000e+03
3.489000000000000000e+03,3.164000000000000000e+03
4.380000000000000000e+03,4.063000000000000000e+03
3.975000000000000000e+03,6.048000000000000000e+03
2.764000000000000000e+03,2.329000000000000000e+03
2.262000000000000000e+03,5.720000000000000000e+02
2.849000000000000000e+03,5.382000000000000000e+03
2.599000000000000000e+03,4.763000000000000000e+03
1.795000000000000000e+03,2.333000000000000000e+03
3.915000000000000000e+03,5.164000000000000000e+03
2.983000000000000000e+03,3.469000000000000000e+03
4.380000000000000000e+03,5.930000000000000000e+03
1.762000000000000000e+03,5.720000000000000000e+02
2.272000000000000000e+03,4.408000000000000000e+03
2.183000000000000000e+03,2.965000000000000000e+03
1.772000000000000000e+03,6.370000000000000000e+03
3.125000000000000000e+03,6.457000000000000000e+03
4.954000000000000000e+03,4.884000000000000000e+03
1.942000000000000000e+03,1.292000000000000000e+03
3.505000000000000000e+03,4.915000000000000000e+03
3.382000000000000000e+03,4.078000000000000000e+03
2.361000000000000000e+03,2.300000000000000000e+03
3.766000000000000000e+03,6.444000000000000000e+03
3.210000000000000000e+03,5.652000000000000000e+03
2.346000000000000000e+03,3.372000000000000000e+03
8.500000000000000000e+02,4.172000000000000000e+03
1.451000000000000000e+03,1.488000000000000000e+03
2.399000000000000000e+03,6.132000000000000000e+03
3.606000000000000000e+03,3.588000000000000000e+03
1.426000000000000000e+03,5.932000000000000000e+03
1.352000000000000000e+03,8.560000000000000000e+02
1.834000000000000000e+03,4.164000000000000000e+03
3.575000000000000000e+03,5.240000000000000000e+03
3.988000000000000000e+03,3.215000000000000000e+03
4.820000000000000000e+02,5.340000000000000000e+03
4.636000000000000000e+03,3.459000000000000000e+03
4.193000000000000000e+03,5.335000000000000000e+03
7.100000000000000000e+02,3.996000000000000000e+03
3.644000000000000000e+03,4.469000000000000000e+03
2.930000000000000000e+03,4.985000000000000000e+03
3.931000000000000000e+03,4.824000000000000000e+03
8.860000000000000000e+02,5.873000000000000000e+03
2.650000000000000000e+03,3.884000000000000000e+03
1.817000000000000000e+03,2.814000000000000000e+03
2.331000000000000000e+03,1.982000000000000000e+03
4.322000000000000000e+03,4.448000000000000000e+03
3.510000000000000000e+03,6.743000000000000000e+03
2.830000000000000000e+03,6.956000000000000000e+03
4.769000000000000000e+03,4.588000000000000000e+03
1.342000000000000000e+03,3.868000000000000000e+03
2.600000000000000000e+01,4.919000000000000000e+03
4.432000000000000000e+03,5.012000000000000000e+03
3.863000000000000000e+03,3.471000000000000000e+03
3.336000000000000000e+03,5.988000000000000000e+03
4.625000000000000000e+03,6.160000000000000000e+03
1.036000000000000000e+03,1.425000000000000000e+03
1.648000000000000000e+03,1.956000000000000000e+03
2.691000000000000000e+03,2.742000000000000000e+03
