0.000000000000000000e+00,4.485021238855035222e+02
1.000000000000000000e+00,1.880821584857387450e+02
0.000000000000000000e+00,1.404366642036459893e+02
2.000000000000000000e+00,1.774887007938306169e+02
1.000000000000000000e+00,2.753176733942659098e+02
0.000000000000000000e+00,1.487767078126339584e+02
2.000000000000000000e+00,1.440260772461590761e+02
0.000000000000000000e+00,2.992700431649858501e+02
2.000000000000000000e+00,1.238815440269482906e+02
0.000000000000000000e+00,2.129108693051552450e+02
0.000000000000000000e+00,2.685590991767231799e+02
2.000000000000000000e+00,3.103542365176497810e+02
2.000000000000000000e+00,1.028672654200451149e+02
1.000000000000000000e+00,1.625450192092086468e+02
1.000000000000000000e+00,2.464017952525621808e+02
2.000000000000000000e+00,8.925113300686382445e+01
1.000000000000000000e+00,3.089505760459073826e+02
0.000000000000000000e+00,2.855700907192119757e+02
2.000000000000000000e+00,1.866123054687571141e+02
2.000000000000000000e+00,1.752501197168702731e+02
0.000000000000000000e+00,1.805977474148352542e+02
0.000000000000000000e+00,3.737714230495848824e+02
1.000000000000000000e+00,1.172119242909205923e+02
1.000000000000000000e+00,5.990388261546644344e+01
0.000000000000000000e+00,6.929276958000306763e+01
2.000000000000000000e+00,3.249781536263876092e+01
0.000000000000000000e+00,2.377969934280382631e+02
2.000000000000000000e+00,1.777029697008669586e+02
0.000000000000000000e+00,3.622170822158238934e+02
1.000000000000000000e+00,8.874065301889964985e+01
0.000000000000000000e+00,9.312206448530120895e+01
1.000000000000000000e+00,2.522780548490232206e+02
2.000000000000000000e+00,2.588967316320096756e+02
2.000000000000000000e+00,1.775102040335003721e+02
0.000000000000000000e+00,2.447021776832407625e+02
2.000000000000000000e+00,4.204912061092530706e+01
2.000000000000000000e+00,1.696083858887095630e+02
0.000000000000000000e+00,1.296006569851472250e+02
2.000000000000000000e+00,2.392197823734585143e+02
2.000000000000000000e+00,1.330233013582373474e+02
0.000000000000000000e+00,1.541872746920619193e+02
1.000000000000000000e+00,2.419501033631480880e+02
0.000000000000000000e+00,2.084649112084649971e+02
1.000000000000000000e+00,2.037319335759000012e+02
2.000000000000000000e+00,2.439887993307681313e+02
1.000000000000000000e+00,2.070942651409580151e+02
0.000000000000000000e+00,3.161417826850350252e+02
1.000000000000000000e+00,1.430563627475901569e+02
2.000000000000000000e+00,4.511638741895365712e+01
2.000000000000000000e+00,3.077398516292708450e+02
1.000000000000000000e+00,2.681769967663159946e+02
2.000000000000000000e+00,2.944800010217620070e+02
2.000000000000000000e+00,8.228574860232950527e+01
0.000000000000000000e+00,2.545687353747896680e+02
2.000000000000000000e+00,9.573848531651437099e+01
1.000000000000000000e+00,1.017131498011104327e+02
2.000000000000000000e+00,4.253007022685087435e+01
1.000000000000000000e+00,2.550911224182265471e+02
1.000000000000000000e+00,1.870103909923562640e+02
0.000000000000000000e+00,3.356942745920340343e+01
0.000000000000000000e+00,1.619803897722899819e+02
2.000000000000000000e+00,1.280867662257537631e+02
2.000000000000000000e+00,2.920261208888043711e+02
1.000000000000000000e+00,3.523329037301410267e+02
2.000000000000000000e+00,1.660673401751353140e+02
0.000000000000000000e+00,1.990748384586597979e+02
1.000000000000000000e+00,3.263970400463491615e+02
2.000000000000000000e+00,9.900940169565804183e+01
2.000000000000000000e+00,2.631218531719873113e+02
2.000000000000000000e+00,1.738405811873752214e+02
2.000000000000000000e+00,2.298196813379533694e+02
0.000000000000000000e+00,2.339924323689402854e+02
0.000000000000000000e+00,1.280321093589046768e+02
0.000000000000000000e+00,1.578154222520981591e+02
